Recipe Name,Ingredient,URL
Lime Chicken Soft Tacos,salt,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,ground black pepper,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,green onions,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,garlic,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,dried oregano,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,(6 inch) flour tortillas,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,tomato,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,shredded lettuce,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,shredded Monterey Jack cheese,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Lime Chicken Soft Tacos,salsa,http://allrecipes.com/recipe/25371/lime-chicken-soft-tacos
Chicken Enchiladas V,condensed cream of chicken soup,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,sour cream,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,margarine,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,onion,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,chili powder,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,chopped  chicken breast,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,chopped green chile peppers,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,(8 inch) flour tortillas,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Chicken Enchiladas V,shredded Cheddar cheese,http://allrecipes.com/recipe/22737/chicken-enchiladas-v
Sopapilla Cheesecake Dessert,packages cream cheese,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,white sugar,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,vanilla extract,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,crescent roll dough,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,melted butter,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,white sugar,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,ground cinnamon,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Sopapilla Cheesecake Dessert,sliced almonds,http://allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert
Chicken Enchiladas II,butter,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,chopped green onions,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,garlic powder,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,diced green chiles,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,condensed cream of mushroom soup,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,sour cream,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,cubed  chicken breast meat,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,shredded Cheddar cheese,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,(12 inch) flour tortillas,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Chicken Enchiladas II,milk,http://allrecipes.com/recipe/8694/chicken-enchiladas-ii
Carnitas Filling,boneless pork shoulder,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,garlic,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,onion  into 4 wedges,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,"carrot, peeled and cut into 1 inch pieces",http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,celery  into 1 inch pieces,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,tomato,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,chili powder,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,salt,http://allrecipes.com/recipe/55194/carnitas-filling
Carnitas Filling,cumin,http://allrecipes.com/recipe/55194/carnitas-filling
